Date,Product_Category,Region,Units_Sold,Unit_Price,Total_Sales,Month,Year,Day_of_Week,Quarter
2022-06-30,Clothing,East,6,44.19,265.17,6,2022,Thursday,Q2
2022-06-30,Clothing,West,14,20.92,292.93,6,2022,Thursday,Q2
2022-06-30,Groceries,North,37,22.06,816.38,6,2022,Thursday,Q2
2022-06-30,Groceries,South,22,35.2,774.31,6,2022,Thursday,Q2
2022-06-30,Groceries,East,38,21.65,822.78,6,2022,Thursday,Q2
2022-06-30,Groceries,West,78,10.11,788.45,6,2022,Thursday,Q2
2022-06-30,Furniture,North,4,50.48,201.9,6,2022,Thursday,Q2
2022-06-30,Furniture,South,6,38.0,228.0,6,2022,Thursday,Q2
2022-06-30,Furniture,East,5,42.08,210.41,6,2022,Thursday,Q2
2022-06-30,Furniture,West,17,13.06,222.07,6,2022,Thursday,Q2
2022-06-30,Sports,North,8,34.51,276.06,6,2022,Thursday,Q2
2022-06-30,Sports,South,12,21.66,259.92,6,2022,Thursday,Q2
2022-06-30,Sports,East,7,39.12,273.81,6,2022,Thursday,Q2
2022-06-30,Sports,West,9,26.94,242.47,6,2022,Thursday,Q2
2022-07-01,Electronics,North,22,23.87,525.08,7,2022,Friday,Q3
2022-07-01,Electronics,South,25,20.14,503.47,7,2022,Friday,Q3
2022-07-01,Electronics,East,38,14.46,549.42,7,2022,Friday,Q3
2022-07-01,Electronics,West,10,51.45,514.47,7,2022,Friday,Q3
2022-07-01,Clothing,North,7,41.97,293.82,7,2022,Friday,Q3
2022-07-01,Clothing,South,12,27.14,325.63,7,2022,Friday,Q3
2022-07-01,Clothing,East,7,50.13,350.93,7,2022,Friday,Q3
2022-07-01,Clothing,West,19,15.6,296.34,7,2022,Friday,Q3
2022-07-01,Groceries,North,31,25.53,791.48,7,2022,Friday,Q3
2022-07-01,Groceries,South,29,25.23,731.8,7,2022,Friday,Q3
2022-07-01,Groceries,East,29,28.08,814.4,7,2022,Friday,Q3
2022-07-01,Groceries,West,44,18.19,800.55,7,2022,Friday,Q3
2022-07-01,Furniture,North,7,32.21,225.5,7,2022,Friday,Q3
2022-07-01,Furniture,South,10,22.62,226.18,7,2022,Friday,Q3
2022-07-01,Furniture,East,8,21.11,168.84,7,2022,Friday,Q3
2022-07-01,Furniture,West,6,39.57,237.39,7,2022,Friday,Q3
2022-07-01,Sports,North,12,19.78,237.36,7,2022,Friday,Q3
2022-07-01,Sports,South,5,49.3,246.5,7,2022,Friday,Q3
2022-07-01,Sports,East,4,48.19,192.76,7,2022,Friday,Q3
2022-07-01,Sports,West,10,27.04,270.42,7,2022,Friday,Q3
2022-07-02,Electronics,North,22,25.22,554.86,7,2022,Saturday,Q3
2022-07-02,Electronics,South,25,22.77,569.24,7,2022,Saturday,Q3
2022-07-02,Electronics,East,16,34.52,552.35,7,2022,Saturday,Q3
2022-07-02,Electronics,West,48,12.87,617.69,7,2022,Saturday,Q3
2022-07-02,Clothing,North,7,53.77,376.39,7,2022,Saturday,Q3
2022-07-02,Clothing,South,13,26.9,349.72,7,2022,Saturday,Q3
2022-07-02,Clothing,East,23,15.29,351.58,7,2022,Saturday,Q3
2022-07-02,Clothing,West,33,12.49,412.08,7,2022,Saturday,Q3
2022-07-02,Groceries,North,50,17.25,862.32,7,2022,Saturday,Q3
2022-07-02,Groceries,South,21,41.59,873.32,7,2022,Saturday,Q3
2022-07-02,Groceries,East,35,25.4,888.94,7,2022,Saturday,Q3
2022-07-02,Groceries,West,29,30.29,878.37,7,2022,Saturday,Q3
2022-07-02,Furniture,North,10,23.29,232.92,7,2022,Saturday,Q3
2022-07-02,Furniture,South,7,43.76,306.29,7,2022,Saturday,Q3
2022-07-02,Furniture,East,20,14.02,280.49,7,2022,Saturday,Q3
2022-07-02,Furniture,West,6,49.44,296.65,7,2022,Saturday,Q3
2022-07-02,Sports,North,14,25.61,358.61,7,2022,Saturday,Q3
2022-07-02,Sports,South,18,15.39,276.98,7,2022,Saturday,Q3
2022-07-02,Sports,East,19,18.89,358.9,7,2022,Saturday,Q3
2022-07-02,Sports,West,14,29.48,412.76,7,2022,Saturday,Q3
2022-07-03,Electronics,North,43,13.89,597.35,7,2022,Sunday,Q3
2022-07-03,Electronics,South,19,32.89,624.91,7,2022,Sunday,Q3
2022-07-03,Electronics,East,17,36.12,614.02,7,2022,Sunday,Q3
2022-07-03,Electronics,West,37,16.36,605.18,7,2022,Sunday,Q3
2022-07-03,Clothing,North,37,11.22,415.2,7,2022,Sunday,Q3
2022-07-03,Clothing,South,15,28.05,420.73,7,2022,Sunday,Q3
2022-07-03,Clothing,East,22,19.19,422.1,7,2022,Sunday,Q3
2022-07-03,Clothing,West,10,34.9,348.97,7,2022,Sunday,Q3
2022-07-03,Groceries,North,45,20.38,917.24,7,2022,Sunday,Q3
2022-07-03,Groceries,South,17,51.62,877.54,7,2022,Sunday,Q3
2022-07-03,Groceries,East,68,13.58,923.33,7,2022,Sunday,Q3
2022-07-03,Groceries,West,51,17.65,900.02,7,2022,Sunday,Q3
2022-07-03,Furniture,North,7,35.51,248.58,7,2022,Sunday,Q3
2022-07-03,Furniture,South,8,41.0,328.02,7,2022,Sunday,Q3
2022-07-03,Furniture,East,20,13.12,262.43,7,2022,Sunday,Q3
2022-07-03,Furniture,West,8,34.51,276.1,7,2022,Sunday,Q3
2022-07-03,Sports,North,12,32.17,386.05,7,2022,Sunday,Q3
2022-07-03,Sports,South,12,28.3,339.61,7,2022,Sunday,Q3
2022-07-03,Sports,East,13,24.99,324.83,7,2022,Sunday,Q3
2022-07-03,Sports,West,6,55.5,333.03,7,2022,Sunday,Q3
2022-07-04,Electronics,North,14,35.12,491.69,7,2022,Monday,Q3
2022-07-04,Electronics,South,12,43.91,526.96,7,2022,Monday,Q3
2022-07-04,Electronics,East,37,13.31,492.57,7,2022,Monday,Q3
2022-07-04,Electronics,West,16,31.34,501.51,7,2022,Monday,Q3
2022-07-04,Clothing,North,9,35.57,320.11,7,2022,Monday,Q3
2022-07-04,Clothing,South,8,39.57,316.55,7,2022,Monday,Q3
2022-07-04,Clothing,East,7,40.31,282.18,7,2022,Monday,Q3
2022-07-04,Clothing,West,17,19.26,327.36,7,2022,Monday,Q3
2022-07-04,Groceries,North,29,27.15,787.25,7,2022,Monday,Q3
2022-07-04,Groceries,South,25,30.88,772.05,7,2022,Monday,Q3
2022-07-04,Groceries,East,67,11.2,750.22,7,2022,Monday,Q3
2022-07-04,Groceries,West,23,34.67,797.42,7,2022,Monday,Q3
2022-07-04,Furniture,North,3,51.79,155.36,7,2022,Monday,Q3
2022-07-04,Furniture,South,4,44.55,178.21,7,2022,Monday,Q3
2022-07-04,Furniture,East,13,15.56,202.26,7,2022,Monday,Q3
2022-07-04,Furniture,West,6,39.58,237.45,7,2022,Monday,Q3
2022-07-04,Sports,North,19,12.86,244.33,7,2022,Monday,Q3
2022-07-04,Sports,South,4,52.67,210.66,7,2022,Monday,Q3
2022-07-04,Sports,East,6,41.58,249.5,7,2022,Monday,Q3
2022-07-04,Sports,West,8,35.76,286.11,7,2022,Monday,Q3
2022-07-05,Electronics,North,11,44.65,491.13,7,2022,Tuesday,Q3
2022-07-05,Electronics,South,18,30.03,540.6,7,2022,Tuesday,Q3
2022-07-05,Electronics,East,17,29.39,499.56,7,2022,Tuesday,Q3
2022-07-05,Electronics,West,12,43.45,521.43,7,2022,Tuesday,Q3
2022-07-05,Clothing,North,17,18.05,306.77,7,2022,Tuesday,Q3
2022-07-05,Clothing,South,11,30.81,338.88,7,2022,Tuesday,Q3
2022-07-05,Clothing,East,8,45.56,364.51,7,2022,Tuesday,Q3
2022-07-05,Clothing,West,23,12.44,286.13,7,2022,Tuesday,Q3
2022-07-05,Groceries,North,44,18.3,804.98,7,2022,Tuesday,Q3
2022-07-05,Groceries,South,36,23.19,834.9,7,2022,Tuesday,Q3
2022-07-05,Groceries,East,66,12.24,807.83,7,2022,Tuesday,Q3
2022-07-05,Groceries,West,45,16.59,746.43,7,2022,Tuesday,Q3
2022-07-05,Furniture,North,9,21.29,191.58,7,2022,Tuesday,Q3
2022-07-05,Furniture,South,7,29.65,207.57,7,2022,Tuesday,Q3
2022-07-05,Furniture,East,8,31.01,248.04,7,2022,Tuesday,Q3
2022-07-05,Furniture,West,4,50.83,203.32,7,2022,Tuesday,Q3
2022-07-05,Sports,North,13,17.22,223.82,7,2022,Tuesday,Q3
2022-07-05,Sports,South,9,28.7,258.29,7,2022,Tuesday,Q3
2022-07-05,Sports,East,8,36.79,294.31,7,2022,Tuesday,Q3
2022-07-05,Sports,West,9,25.73,231.55,7,2022,Tuesday,Q3
2022-07-06,Electronics,North,14,34.47,482.56,7,2022,Wednesday,Q3
2022-07-06,Electronics,South,17,28.2,479.46,7,2022,Wednesday,Q3
2022-07-06,Electronics,East,12,38.25,459.01,7,2022,Wednesday,Q3
2022-07-06,Electronics,West,11,45.4,499.45,7,2022,Wednesday,Q3
2022-07-06,Clothing,North,6,49.32,295.9,7,2022,Wednesday,Q3
2022-07-06,Clothing,South,10,24.66,246.64,7,2022,Wednesday,Q3
2022-07-06,Clothing,East,7,39.06,273.4,7,2022,Wednesday,Q3
2022-07-06,Clothing,West,22,13.79,303.33,7,2022,Wednesday,Q3
2022-07-06,Groceries,North,24,34.09,818.14,7,2022,Wednesday,Q3
2022-07-06,Groceries,South,29,28.5,826.57,7,2022,Wednesday,Q3
2022-07-06,Groceries,East,24,34.2,820.72,7,2022,Wednesday,Q3
2022-07-06,Groceries,West,25,31.91,797.64,7,2022,Wednesday,Q3
2022-07-06,Furniture,North,15,10.3,154.53,7,2022,Wednesday,Q3
2022-07-06,Furniture,South,9,21.21,190.93,7,2022,Wednesday,Q3
2022-07-06,Furniture,East,4,31.58,126.34,7,2022,Wednesday,Q3
2022-07-06,Furniture,West,4,50.87,203.47,7,2022,Wednesday,Q3
2022-07-06,Sports,North,14,16.29,228.06,7,2022,Wednesday,Q3
2022-07-06,Sports,South,15,12.41,186.21,7,2022,Wednesday,Q3
2022-07-06,Sports,East,6,43.15,258.9,7,2022,Wednesday,Q3
2022-07-06,Sports,West,18,16.19,291.36,7,2022,Wednesday,Q3
2022-07-07,Electronics,North,23,19.48,448.13,7,2022,Thursday,Q3
2022-07-07,Electronics,South,48,10.6,508.89,7,2022,Thursday,Q3
2022-07-07,Electronics,East,32,15.11,483.37,7,2022,Thursday,Q3
2022-07-07,Electronics,West,9,52.48,472.3,7,2022,Thursday,Q3
2022-07-07,Clothing,North,15,18.16,272.36,7,2022,Thursday,Q3
2022-07-07,Clothing,South,8,35.42,283.36,7,2022,Thursday,Q3
2022-07-07,Clothing,East,7,40.47,283.26,7,2022,Thursday,Q3
2022-07-07,Clothing,West,11,26.72,293.93,7,2022,Thursday,Q3
2022-07-07,Groceries,North,21,36.65,769.56,7,2022,Thursday,Q3
2022-07-07,Groceries,South,29,26.73,775.09,7,2022,Thursday,Q3
2022-07-07,Groceries,East,24,33.82,811.76,7,2022,Thursday,Q3
2022-07-07,Groceries,West,17,45.12,767.07,7,2022,Thursday,Q3
2022-07-07,Furniture,North,5,40.58,202.89,7,2022,Thursday,Q3
2022-07-07,Furniture,South,12,15.4,184.84,7,2022,Thursday,Q3
2022-07-07,Furniture,East,3,59.61,178.82,7,2022,Thursday,Q3
2022-07-07,Furniture,West,15,16.64,249.67,7,2022,Thursday,Q3
2022-07-07,Sports,North,4,51.77,207.09,7,2022,Thursday,Q3
2022-07-07,Sports,South,12,24.27,291.25,7,2022,Thursday,Q3
2022-07-07,Sports,East,5,54.03,270.16,7,2022,Thursday,Q3
2022-07-07,Sports,West,11,20.57,226.26,7,2022,Thursday,Q3
2022-07-08,Electronics,North,23,22.55,518.58,7,2022,Friday,Q3
2022-07-08,Electronics,South,38,10.83,411.42,7,2022,Friday,Q3
2022-07-08,Electronics,East,16,29.44,471.05,7,2022,Friday,Q3
2022-07-08,Electronics,West,27,17.22,464.93,7,2022,Friday,Q3
2022-07-08,Clothing,North,22,13.83,304.22,7,2022,Friday,Q3
2022-07-08,Clothing,South,8,39.22,313.73,7,2022,Friday,Q3
2022-07-08,Clothing,East,30,10.12,303.72,7,2022,Friday,Q3
2022-07-08,Clothing,West,14,21.17,296.38,7,2022,Friday,Q3
2022-07-08,Groceries,North,60,13.68,820.73,7,2022,Friday,Q3
2022-07-08,Groceries,South,26,31.38,815.96,7,2022,Friday,Q3
2022-07-08,Groceries,East,18,42.95,773.06,7,2022,Friday,Q3
2022-07-08,Groceries,West,50,15.52,776.16,7,2022,Friday,Q3
2022-07-08,Furniture,North,12,17.84,214.11,7,2022,Friday,Q3
2022-07-08,Furniture,South,3,63.71,191.12,7,2022,Friday,Q3
2022-07-08,Furniture,East,11,17.56,193.13,7,2022,Friday,Q3
2022-07-08,Furniture,West,8,24.62,196.95,7,2022,Friday,Q3
2022-07-08,Sports,North,8,23.75,189.99,7,2022,Friday,Q3
2022-07-08,Sports,South,4,55.45,221.8,7,2022,Friday,Q3
2022-07-08,Sports,East,25,10.27,256.85,7,2022,Friday,Q3
2022-07-08,Sports,West,6,36.93,221.56,7,2022,Friday,Q3
2022-07-09,Electronics,North,32,17.59,563.0,7,2022,Saturday,Q3
2022-07-09,Electronics,South,16,36.51,584.13,7,2022,Saturday,Q3
2022-07-09,Electronics,East,26,23.08,600.05,7,2022,Saturday,Q3
2022-07-09,Electronics,West,30,20.13,603.96,7,2022,Saturday,Q3
2022-07-09,Clothing,North,14,28.99,405.87,7,2022,Saturday,Q3
2022-07-09,Clothing,South,13,28.13,365.73,7,2022,Saturday,Q3
2022-07-09,Clothing,East,11,32.97,362.66,7,2022,Saturday,Q3
2022-07-09,Clothing,West,30,11.17,335.25,7,2022,Saturday,Q3
2022-07-09,Groceries,North,24,38.08,914.01,7,2022,Saturday,Q3
2022-07-09,Groceries,South,24,35.89,861.42,7,2022,Saturday,Q3
2022-07-09,Groceries,East,28,32.61,913.17,7,2022,Saturday,Q3
2022-07-09,Groceries,West,38,23.12,878.68,7,2022,Saturday,Q3
2022-07-09,Furniture,North,9,33.51,301.59,7,2022,Saturday,Q3
2022-07-09,Furniture,South,7,38.24,267.71,7,2022,Saturday,Q3
2022-07-09,Furniture,East,11,26.11,287.19,7,2022,Saturday,Q3
2022-07-09,Furniture,West,9,33.64,302.73,7,2022,Saturday,Q3
2022-07-09,Sports,North,11,27.74,305.16,7,2022,Saturday,Q3
2022-07-09,Sports,South,25,14.24,356.05,7,2022,Saturday,Q3
2022-07-09,Sports,East,11,26.25,288.79,7,2022,Saturday,Q3
2022-07-09,Sports,West,10,37.37,373.66,7,2022,Saturday,Q3
2022-07-10,Electronics,North,13,44.0,572.05,7,2022,Sunday,Q3
2022-07-10,Electronics,South,12,45.6,547.22,7,2022,Sunday,Q3
2022-07-10,Electronics,East,20,29.6,591.98,7,2022,Sunday,Q3
2022-07-10,Electronics,West,18,32.09,577.59,7,2022,Sunday,Q3
2022-07-10,Clothing,North,12,26.36,316.31,7,2022,Sunday,Q3
2022-07-10,Clothing,South,13,27.37,355.84,7,2022,Sunday,Q3
2022-07-10,Clothing,East,7,48.23,337.59,7,2022,Sunday,Q3
2022-07-10,Clothing,West,26,13.08,339.96,7,2022,Sunday,Q3
2022-07-10,Groceries,North,35,23.97,838.99,7,2022,Sunday,Q3
2022-07-10,Groceries,South,70,12.62,883.18,7,2022,Sunday,Q3
2022-07-10,Groceries,East,19,47.08,894.46,7,2022,Sunday,Q3
2022-07-10,Groceries,West,44,19.2,844.64,7,2022,Sunday,Q3
2022-07-10,Furniture,North,4,52.35,209.38,7,2022,Sunday,Q3
2022-07-10,Furniture,South,4,49.02,196.08,7,2022,Sunday,Q3
2022-07-10,Furniture,East,7,47.08,329.56,7,2022,Sunday,Q3
2022-07-10,Furniture,West,26,10.48,272.37,7,2022,Sunday,Q3
2022-07-10,Sports,North,8,42.78,342.22,7,2022,Sunday,Q3
2022-07-10,Sports,South,9,34.64,311.77,7,2022,Sunday,Q3
2022-07-10,Sports,East,8,31.74,253.91,7,2022,Sunday,Q3
2022-07-10,Sports,West,9,36.67,330.04,7,2022,Sunday,Q3
2022-07-11,Electronics,North,12,44.55,534.65,7,2022,Monday,Q3
2022-07-11,Electronics,South,28,16.65,466.25,7,2022,Monday,Q3
2022-07-11,Electronics,East,11,38.05,418.6,7,2022,Monday,Q3
2022-07-11,Electronics,West,22,20.46,450.08,7,2022,Monday,Q3
2022-07-11,Clothing,North,11,28.3,311.29,7,2022,Monday,Q3
2022-07-11,Clothing,South,6,49.14,294.85,7,2022,Monday,Q3
2022-07-11,Clothing,East,29,11.08,321.19,7,2022,Monday,Q3
2022-07-11,Clothing,West,8,35.67,285.39,7,2022,Monday,Q3
2022-07-11,Groceries,North,37,21.77,805.66,7,2022,Monday,Q3
2022-07-11,Groceries,South,20,38.62,772.49,7,2022,Monday,Q3
2022-07-11,Groceries,East,66,11.4,752.16,7,2022,Monday,Q3
2022-07-11,Groceries,West,30,26.86,805.75,7,2022,Monday,Q3
2022-07-11,Furniture,North,5,42.37,211.83,7,2022,Monday,Q3
2022-07-11,Furniture,South,5,33.38,166.91,7,2022,Monday,Q3
2022-07-11,Furniture,East,5,46.26,231.3,7,2022,Monday,Q3
2022-07-11,Furniture,West,8,29.04,232.3,7,2022,Monday,Q3
2022-07-11,Sports,North,6,34.44,206.66,7,2022,Monday,Q3
2022-07-11,Sports,South,7,29.7,207.92,7,2022,Monday,Q3
2022-07-11,Sports,East,5,41.84,209.21,7,2022,Monday,Q3
2022-07-11,Sports,West,12,19.28,231.33,7,2022,Monday,Q3
2022-07-12,Electronics,North,24,19.64,471.37,7,2022,Tuesday,Q3
2022-07-12,Electronics,South,13,34.11,443.49,7,2022,Tuesday,Q3
2022-07-12,Electronics,East,14,32.68,457.51,7,2022,Tuesday,Q3
2022-07-12,Electronics,West,23,18.24,419.43,7,2022,Tuesday,Q3
2022-07-12,Clothing,North,19,11.77,223.7,7,2022,Tuesday,Q3
2022-07-12,Clothing,South,7,34.03,238.2,7,2022,Tuesday,Q3
2022-07-12,Clothing,East,8,42.8,342.4,7,2022,Tuesday,Q3
2022-07-12,Clothing,West,19,17.77,337.65,7,2022,Tuesday,Q3
2022-07-12,Groceries,North,16,50.32,805.11,7,2022,Tuesday,Q3
2022-07-12,Groceries,South,49,15.61,764.71,7,2022,Tuesday,Q3
2022-07-12,Groceries,East,59,12.5,737.77,7,2022,Tuesday,Q3
2022-07-12,Groceries,West,33,23.71,782.27,7,2022,Tuesday,Q3
2022-07-12,Furniture,North,6,32.65,195.9,7,2022,Tuesday,Q3
2022-07-12,Furniture,South,10,16.01,160.11,7,2022,Tuesday,Q3
2022-07-12,Furniture,East,8,24.28,194.21,7,2022,Tuesday,Q3
2022-07-12,Furniture,West,4,36.83,147.34,7,2022,Tuesday,Q3
2022-07-12,Sports,North,11,19.57,215.29,7,2022,Tuesday,Q3
2022-07-12,Sports,South,12,18.74,224.89,7,2022,Tuesday,Q3
2022-07-12,Sports,East,14,20.63,288.77,7,2022,Tuesday,Q3
2022-07-12,Sports,West,19,10.9,207.11,7,2022,Tuesday,Q3
2022-07-13,Electronics,North,11,50.31,553.39,7,2022,Wednesday,Q3
2022-07-13,Electronics,South,14,35.23,493.26,7,2022,Wednesday,Q3
2022-07-13,Electronics,East,11,50.55,556.05,7,2022,Wednesday,Q3
2022-07-13,Electronics,West,10,45.03,450.34,7,2022,Wednesday,Q3
2022-07-13,Clothing,North,12,20.54,246.54,7,2022,Wednesday,Q3
2022-07-13,Clothing,South,8,32.19,257.5,7,2022,Wednesday,Q3
2022-07-13,Clothing,East,22,12.76,280.82,7,2022,Wednesday,Q3
2022-07-13,Clothing,West,8,41.37,330.96,7,2022,Wednesday,Q3
2022-07-13,Groceries,North,20,38.08,761.6,7,2022,Wednesday,Q3
2022-07-13,Groceries,South,29,27.83,807.1,7,2022,Wednesday,Q3
2022-07-13,Groceries,East,18,46.56,838.15,7,2022,Wednesday,Q3
2022-07-13,Groceries,West,26,30.3,787.85,7,2022,Wednesday,Q3
2022-07-13,Furniture,North,11,19.36,212.99,7,2022,Wednesday,Q3
2022-07-13,Furniture,South,6,25.99,155.97,7,2022,Wednesday,Q3
2022-07-13,Furniture,East,7,27.49,192.42,7,2022,Wednesday,Q3
2022-07-13,Furniture,West,10,20.01,200.15,7,2022,Wednesday,Q3
2022-07-13,Sports,North,11,17.25,189.73,7,2022,Wednesday,Q3
2022-07-13,Sports,South,5,40.64,203.19,7,2022,Wednesday,Q3
2022-07-13,Sports,East,8,27.64,221.12,7,2022,Wednesday,Q3
2022-07-13,Sports,West,3,60.44,181.33,7,2022,Wednesday,Q3
2022-07-14,Electronics,North,33,13.81,455.8,7,2022,Thursday,Q3
2022-07-14,Electronics,South,14,33.71,472.0,7,2022,Thursday,Q3
2022-07-14,Electronics,East,15,28.89,433.38,7,2022,Thursday,Q3
2022-07-14,Electronics,West,43,12.37,531.84,7,2022,Thursday,Q3
2022-07-14,Clothing,North,19,16.21,308.0,7,2022,Thursday,Q3
2022-07-14,Clothing,South,27,14.21,383.54,7,2022,Thursday,Q3
2022-07-14,Clothing,East,11,21.85,240.34,7,2022,Thursday,Q3
2022-07-14,Clothing,West,17,17.13,291.17,7,2022,Thursday,Q3
2022-07-14,Groceries,North,41,18.44,756.07,7,2022,Thursday,Q3
2022-07-14,Groceries,South,25,29.76,743.9,7,2022,Thursday,Q3
2022-07-14,Groceries,East,48,16.79,806.08,7,2022,Thursday,Q3
2022-07-14,Groceries,West,18,43.3,779.32,7,2022,Thursday,Q3
2022-07-14,Furniture,North,6,27.78,166.66,7,2022,Thursday,Q3
2022-07-14,Furniture,South,11,16.94,186.3,7,2022,Thursday,Q3
2022-07-14,Furniture,East,4,37.97,151.88,7,2022,Thursday,Q3
2022-07-14,Furniture,West,5,30.19,150.95,7,2022,Thursday,Q3
2022-07-14,Sports,North,13,15.93,207.08,7,2022,Thursday,Q3
2022-07-14,Sports,South,5,52.51,262.57,7,2022,Thursday,Q3
2022-07-14,Sports,East,7,37.11,259.74,7,2022,Thursday,Q3
2022-07-14,Sports,West,6,31.52,189.09,7,2022,Thursday,Q3
2022-07-15,Electronics,North,39,13.53,527.73,7,2022,Friday,Q3
2022-07-15,Electronics,South,12,39.52,474.26,7,2022,Friday,Q3
2022-07-15,Electronics,East,17,28.72,488.17,7,2022,Friday,Q3
2022-07-15,Electronics,West,17,26.69,453.69,7,2022,Friday,Q3
2022-07-15,Clothing,North,18,15.32,275.84,7,2022,Friday,Q3
2022-07-15,Clothing,South,8,30.16,241.27,7,2022,Friday,Q3
2022-07-15,Clothing,East,8,31.47,251.73,7,2022,Friday,Q3
2022-07-15,Clothing,West,6,50.13,300.8,7,2022,Friday,Q3
2022-07-15,Groceries,North,30,26.72,801.57,7,2022,Friday,Q3
2022-07-15,Groceries,South,19,41.56,789.62,7,2022,Friday,Q3
2022-07-15,Groceries,East,17,44.84,762.32,7,2022,Friday,Q3
2022-07-15,Groceries,West,30,24.54,736.17,7,2022,Friday,Q3
2022-07-15,Furniture,North,6,35.7,214.2,7,2022,Friday,Q3
2022-07-15,Furniture,South,8,25.5,204.01,7,2022,Friday,Q3
2022-07-15,Furniture,East,8,15.01,120.05,7,2022,Friday,Q3
2022-07-15,Furniture,West,4,50.54,202.15,7,2022,Friday,Q3
2022-07-15,Sports,North,5,42.83,214.17,7,2022,Friday,Q3
2022-07-15,Sports,South,10,24.63,246.28,7,2022,Friday,Q3
2022-07-15,Sports,East,7,25.89,181.25,7,2022,Friday,Q3
2022-07-15,Sports,West,7,29.31,205.15,7,2022,Friday,Q3
2022-07-16,Electronics,North,11,50.51,555.58,7,2022,Saturday,Q3
2022-07-16,Electronics,South,51,11.9,606.93,7,2022,Saturday,Q3
2022-07-16,Electronics,East,13,48.67,632.75,7,2022,Saturday,Q3
2022-07-16,Electronics,West,46,12.08,555.66,7,2022,Saturday,Q3
2022-07-16,Clothing,North,19,20.33,386.25,7,2022,Saturday,Q3
2022-07-16,Clothing,South,7,51.39,359.71,7,2022,Saturday,Q3
2022-07-16,Clothing,East,13,27.58,358.6,7,2022,Saturday,Q3
2022-07-16,Clothing,West,31,11.9,368.87,7,2022,Saturday,Q3
2022-07-16,Groceries,North,76,11.2,850.99,7,2022,Saturday,Q3
2022-07-16,Groceries,South,23,38.15,877.54,7,2022,Saturday,Q3
2022-07-16,Groceries,East,44,18.65,820.77,7,2022,Saturday,Q3
2022-07-16,Groceries,West,67,12.7,851.2,7,2022,Saturday,Q3
2022-07-16,Furniture,North,10,31.01,310.11,7,2022,Saturday,Q3
2022-07-16,Furniture,South,6,47.94,287.67,7,2022,Saturday,Q3
2022-07-16,Furniture,East,24,10.93,262.38,7,2022,Saturday,Q3
2022-07-16,Furniture,West,7,40.4,282.81,7,2022,Saturday,Q3
2022-07-16,Sports,North,9,38.84,349.55,7,2022,Saturday,Q3
2022-07-16,Sports,South,10,24.42,244.2,7,2022,Saturday,Q3
2022-07-16,Sports,East,11,26.77,294.44,7,2022,Saturday,Q3
2022-07-16,Sports,West,15,18.84,282.6,7,2022,Saturday,Q3
2022-07-17,Electronics,North,44,11.55,508.23,7,2022,Sunday,Q3
2022-07-17,Electronics,South,26,23.58,613.03,7,2022,Sunday,Q3
2022-07-17,Electronics,East,14,40.57,567.94,7,2022,Sunday,Q3
2022-07-17,Electronics,West,15,38.61,579.17,7,2022,Sunday,Q3
2022-07-17,Clothing,North,15,22.09,331.37,7,2022,Sunday,Q3
2022-07-17,Clothing,South,7,48.77,341.36,7,2022,Sunday,Q3
2022-07-17,Clothing,East,33,10.61,350.15,7,2022,Sunday,Q3
2022-07-17,Clothing,West,23,15.75,362.26,7,2022,Sunday,Q3
2022-07-17,Groceries,North,67,13.04,873.86,7,2022,Sunday,Q3
2022-07-17,Groceries,South,16,49.81,796.97,7,2022,Sunday,Q3
2022-07-17,Groceries,East,21,41.51,871.74,7,2022,Sunday,Q3
2022-07-17,Groceries,West,20,42.16,843.29,7,2022,Sunday,Q3
2022-07-17,Furniture,North,8,37.32,298.54,7,2022,Sunday,Q3
2022-07-17,Furniture,South,8,36.36,290.9,7,2022,Sunday,Q3
2022-07-17,Furniture,East,6,43.17,259.04,7,2022,Sunday,Q3
2022-07-17,Furniture,West,6,41.88,251.27,7,2022,Sunday,Q3
2022-07-17,Sports,North,21,13.86,291.03,7,2022,Sunday,Q3
2022-07-17,Sports,South,10,31.24,312.44,7,2022,Sunday,Q3
2022-07-17,Sports,East,12,28.25,339.01,7,2022,Sunday,Q3
2022-07-17,Sports,West,9,33.55,301.96,7,2022,Sunday,Q3
2022-07-18,Electronics,North,13,34.7,451.16,7,2022,Monday,Q3
2022-07-18,Electronics,South,10,46.88,468.84,7,2022,Monday,Q3
2022-07-18,Electronics,East,14,34.08,477.18,7,2022,Monday,Q3
2022-07-18,Electronics,West,26,16.69,434.05,7,2022,Monday,Q3
2022-07-18,Clothing,North,13,17.46,226.94,7,2022,Monday,Q3
2022-07-18,Clothing,South,6,41.98,251.91,7,2022,Monday,Q3
2022-07-18,Clothing,East,23,13.74,316.03,7,2022,Monday,Q3
2022-07-18,Clothing,West,6,50.76,304.58,7,2022,Monday,Q3
2022-07-18,Groceries,North,25,28.83,720.72,7,2022,Monday,Q3
2022-07-18,Groceries,South,28,26.42,739.89,7,2022,Monday,Q3
2022-07-18,Groceries,East,19,41.62,790.86,7,2022,Monday,Q3
2022-07-18,Groceries,West,15,50.36,755.45,7,2022,Monday,Q3
2022-07-18,Furniture,North,8,22.71,181.69,7,2022,Monday,Q3
2022-07-18,Furniture,South,2,61.1,122.2,7,2022,Monday,Q3
2022-07-18,Furniture,East,7,24.03,168.23,7,2022,Monday,Q3
